-19.96,7.76,25.00
-19.96,6.76,27.00
-19.96,8.76,27.00
-20.96,8.76,28.00
-20.96,6.76,29.00
-19.96,6.76,29.00
-20.96,7.76,28.00
-21.96,4.76,26.00
-19.96,4.76,28.00
-19.96,5.76,28.00
-20.96,6.76,28.00
-21.96,6.76,29.00
-17.96,4.76,27.00
-18.96,3.76,27.00
-20.96,5.76,28.00
-18.96,7.76,26.00
-19.96,4.76,30.00
-22.96,6.76,30.00
-20.96,1.76,27.00
-20.96,3.76,28.00
-19.96,3.76,29.00
-21.96,5.76,27.00
-19.96,5.76,30.00
-20.96,4.76,31.00
-21.96,5.76,26.00
-19.96,4.76,26.00
-19.96,8.76,29.00
-20.96,6.76,30.00
-19.96,4.76,29.00
-20.96,4.76,27.00
-19.96,3.76,27.00
-21.96,5.76,26.00
-20.96,3.76,27.00
-19.96,2.76,26.00
-18.96,4.76,28.00
-21.96,8.76,28.00
-20.96,6.76,28.00
-20.96,6.76,28.00
-19.96,5.76,28.00
-21.96,5.76,29.00
-20.96,5.76,28.00
-18.96,7.76,29.00
-18.96,6.76,25.00
-17.96,3.76,29.00
-20.96,2.76,29.00
-19.96,5.76,30.00
-19.96,4.76,28.00
-21.96,3.76,26.00
-20.96,3.76,29.00
-21.96,3.76,30.00
-18.96,3.76,27.00
-19.96,4.76,26.00
-21.96,5.76,26.00
-22.96,5.76,27.00
-19.96,3.76,27.00
-20.96,6.76,26.00
-18.96,3.76,27.00
-20.96,5.76,26.00
-19.96,6.76,28.00
-21.96,2.76,29.00
-18.96,3.76,29.00
-20.96,3.76,27.00
-17.96,6.76,27.00
-18.96,5.76,27.00
-19.96,5.76,28.00
-20.96,6.76,27.00
-22.96,3.76,29.00
-22.96,3.76,28.00
-20.96,3.76,28.00
-20.96,4.76,29.00
-22.96,6.76,29.00
-20.96,5.76,28.00
-20.96,7.76,29.00
-19.96,4.76,29.00
-19.96,3.76,28.00
-19.96,5.76,24.00
-21.96,8.76,29.00
-22.96,5.76,28.00
-21.96,5.76,28.00
-19.96,5.76,28.00
-20.96,5.76,29.00
-18.96,5.76,26.00
-20.96,3.76,27.00
-20.96,5.76,28.00
-22.96,4.76,27.00
-21.96,6.76,27.00
-22.96,9.76,24.00
-18.96,5.76,26.00
-18.96,4.76,26.00
-20.96,3.76,30.00
-19.96,6.76,29.00
-21.96,4.76,26.00
-18.96,6.76,24.00
-21.96,3.76,29.00
-19.96,6.76,28.00
-20.96,6.76,26.00
-20.96,4.76,28.00
-17.96,5.76,26.00
-18.96,3.76,28.00
-19.96,5.76,30.00
